id	name	pvalue	logFC	qvalue
XLOC_042614	Ankrd26	0.224491137	-0.318137016	0.424358453
XLOC_042616	Dcp1b	0.261714529	-0.576918262	0.462517613
XLOC_042617	Cacna2d4	0.246170831	-0.111201521	0.445777535
XLOC_042618	Adipor2	0.098285218	0.200287724	0.270586296
XLOC_042619	Fbxl14	0.032057562	-0.45466775	0.144479509
XLOC_042620	-	0.196711459	-0.223332098	0.39583915
XLOC_042621	Erc1,Gm44317	0.181679085	0.495268159	0.385519719
XLOC_042623	Gm16199,Rad52	0.082918764	-0.170092213	0.247153361
XLOC_042624	Gm16199	0.636185731	-0.290490662	0.744583871
XLOC_042625	-	0.023948307	-0.785851471	0.122055806
XLOC_042628	Kdm5a	0.119488879	-0.478183043	0.301883613
XLOC_042629	Il17ra	0.228724534	-0.276976565	0.428895922
XLOC_042630	-	0.241127019	-0.710613342	0.440631723
XLOC_042631	Gm20692	0.003493956	-1.221673367	0.045343028
XLOC_042632	Gm20692	0.358815061	-0.715459696	0.551169243
XLOC_042635	Cecr2	0.002876017	-0.537111422	0.041580891
XLOC_042636	Atp6v1e1,Slc25a18	0.003726086	-1.127711748	0.046626264
XLOC_042637	Bcl2l13	0.002509949	0.515537966	0.039267586
XLOC_042638	Gm17812	0.080310541	0.990419535	0.242802757
XLOC_042639	Gm44260	0.145754733	0.841581114	0.339511515
XLOC_042640	Gm44260	0.109815268	0.962661955	0.288425845
XLOC_042641	-	0.15135693	-0.711498843	0.346495009
XLOC_042642	Gm43915,Gm43916	0.036279429	-0.979201048	0.155430238
XLOC_042643	Gm4651	0.880140879	0.168250985	0.923696858
XLOC_042647	-	0.391002219	0.170502623	0.551169243
XLOC_042648	-	0.949698972	-0.053066281	0.96857021
XLOC_042649	Usp18	0.36660612	0.448869917	0.551169243
XLOC_042650	Gm44148	0.926672371	-0.113996634	0.953818275
XLOC_042666	M6pr	0.581700008	-0.209274834	0.703355714
XLOC_042667	Phc1	0.398066941	-0.157328609	0.557421697
XLOC_042673	Apobec1	0.242880428	-0.441373151	0.44241708
XLOC_042678	Slc2a3	0.046032457	-0.43314375	0.177467681
XLOC_042679	Gm4482	0.880106046	0.080589359	0.923696858
XLOC_042680	Gm5112	0.816792028	-0.045147467	0.878925762
XLOC_042681	Foxj2,Mir7231	0.065494617	-0.498877946	0.217491235
XLOC_042693	Clec4e	0.18629844	0.087344645	0.387615455
XLOC_042711	Pex5	0.219156035	-0.323951703	0.418727166
XLOC_042717	Emg1,Lpcat3	0.666722677	-0.122250449	0.769636447
XLOC_042718	Gm23547,Phb2	0.043586474	0.611147216	0.171340846
XLOC_042719	Atn1,Gm20531	0.188073727	0.101763804	0.388772147
XLOC_042720	Eno2	0.022081994	0.892999609	0.116672693
XLOC_042722	Lrrc23	0.204190755	-0.641598475	0.404040509
XLOC_042723	-	0.008719548	2.362642105	0.070238719
XLOC_042724	Cdca3,Spsb2,Tpi1,Usp5	0.000793381	1.55106435	0.025231521
XLOC_042725	Cd4,Gpr162	0.010717673	-0.570114714	0.078626268
XLOC_042726	Lag3	0.000302417	4.066382956	0.020284139
XLOC_042727	A230083G16Rik,Ptms	0.019706172	1.040431818	0.109482444
XLOC_042729	Mlf2	0.57581738	0.140914144	0.698765054
XLOC_042730	-	0.109176527	0.681629022	0.287268004
XLOC_042731	Gm23851	0.001964679	1.591686486	0.035565034
XLOC_042733	Pianp	0.189906225	0.261025687	0.390544878
XLOC_042734	Zfp384	0.325973439	-0.115138777	0.521668954
XLOC_042735	Acrbp,Ing4,RP24-503A2.6	0.296311875	-0.17228649	0.494047889
XLOC_042738	Chd4,Mir7045	0.316922366	0.361856892	0.513010681
XLOC_042740	Nop2	0.273134008	0.233993379	0.473004004
XLOC_042741	Iffo1	0.014460447	-0.466817469	0.092035075
XLOC_042742	Mir3098,Mrpl51	0.072762214	0.428162209	0.230743373
XLOC_042743	Cd27,Vamp1	0.036807309	0.080119279	0.156740665
XLOC_042744	4930417O13Rik	0.141544591	0.425935117	0.33420021
XLOC_042746	Tnfrsf1a	0.516610577	-0.145559574	0.652780474
XLOC_042747	-	0.233805068	-0.624221744	0.433839466
XLOC_042748	Cd9,Gm26728	0.988239609	0.012841242	0.992518358
XLOC_042749	Gm28809	0.239215927	0.215994036	0.439067844
XLOC_042757	-	0.225129894	-0.280084033	0.425304849
XLOC_042758	-	0.607036545	0.343007468	0.722862163
XLOC_042759	Gm42574	0.027939924	0.672108537	0.133565875
XLOC_042761	Gm17808	0.453399051	0.242212995	0.603151437
XLOC_042762	Gm17808	0.991309488	0.009800658	0.994556766
XLOC_042766	Fgf23	0.790561646	0.059261558	0.861465325
XLOC_042767	Platr31	0.308658249	0.283230978	0.505311975
XLOC_042768	Tigar	0.95406879	-0.235200918	0.971224169
XLOC_042769	-	0.270407007	-0.419734217	0.470309168
XLOC_042770	9330179D12Rik,Gm43126	5.19e-05	1.863862057	0.013908634
XLOC_042776	Parp11	0.310816028	-0.291901266	0.507418393
XLOC_042783	Tspan11	0.237193322	-0.069529942	0.437223021
XLOC_042784	Tspan9	0.020197279	-0.64282972	0.111057493
XLOC_042789	Gm26770,Gm44371,Tulp3	0.147087993	0.101341159	0.34110152
XLOC_042790	4933413G19Rik,Fkbp4,Foxm1,Nrip2,RP23-114E15.17	0.003757833	1.743974197	0.046631796
XLOC_042792	Itfg2	0.405161692	-0.566674366	0.563520019
XLOC_042793	Gm10069	0.791666537	-0.005928862	0.862040068
XLOC_042798	-	0.072990293	-1.587093061	0.230980145
XLOC_042799	Gm44066	0.366607037	-0.207108201	0.551169243
XLOC_042800	Gm26656	0.283505398	-0.227540811	0.482434613
XLOC_042802	Clec2i	0.412246326	-0.184598377	0.569085776
XLOC_042810	Clec2d	0.496611446	0.185198418	0.636723695
XLOC_042811	2310001H17Rik	0.186239501	0.907388374	0.387591093
XLOC_042812	2310001H17Rik	0.000285518	0.878087733	0.020284139
XLOC_042813	Cd69	0.000103634	1.379289909	0.015616428
XLOC_042815	-	0.242374818	-0.427595223	0.441979253
XLOC_042816	-	0.069567259	0.283133789	0.225039738
XLOC_042822	Gabarapl1	0.202229753	0.116556824	0.401868445
XLOC_042843	-	0.075775423	0.298585676	0.235167582
XLOC_042844	Magohb	0.020634325	2.115236038	0.11239961
XLOC_042845	Ybx3	0.00041452	4.40222552	0.022169629
XLOC_042875	RP24-470M22.10,Smim10l1	0.753554389	-0.103147989	0.833360172
XLOC_042884	Etv6	0.369177961	0.020994787	0.551169243
XLOC_042885	Gm43982	0.499223806	-0.086424588	0.638775375
XLOC_042888	Lrp6	0.165631524	-0.382743404	0.365325943
XLOC_042889	Gm43952	0.000773934	-0.946505703	0.025231521
XLOC_042891	Borcs5	0.439244754	0.240464246	0.591739914
XLOC_042893	Gm44025	0.01532073	1.055922928	0.09508946
XLOC_042895	-	0.078717604	-0.846926827	0.240231207
XLOC_042896	Crebl2	0.516109914	-0.062944872	0.652342225
XLOC_042898	2810454H06Rik,Gpr19	0.096197933	-0.483453186	0.267622608
XLOC_042899	Cdkn1b	0.001436825	-1.198139767	0.031190365
XLOC_042902	Ddx47	0.421839939	-0.541739808	0.577463363
XLOC_042906	Fam234b	0.31705742	-0.152616936	0.513101753
XLOC_042908	Dynlt1-ps1	0.367711756	-0.519306938	0.551169243
XLOC_042920	-	0.022193269	-0.471613708	0.116963614
XLOC_042923	-	0.020954024	1.048070234	0.113598115
XLOC_042924	Atf7ip	0.284036893	-0.453008653	0.482947711
XLOC_042926	Hist4h4	0.010036401	0.890482526	0.075770204
XLOC_042928	H2afj	0.656703446	0.19118099	0.76125556
XLOC_042929	BC049715,Wbp11	0.021367567	0.443005456	0.114943698
XLOC_042930	Art4	0.022604005	-1.131506868	0.117815906
XLOC_042931	-	0.109219126	-1.343704037	0.287319523
XLOC_042932	Pde6h	0.000625993	-1.546480987	0.023870419
XLOC_042936	Strap	0.010648183	0.421643608	0.078308666
XLOC_042955	Plekha5	0.167572062	-0.161196155	0.368036226
XLOC_042957	Aebp2	0.700972313	-0.133832006	0.794787017
XLOC_042959	Rpl38-ps2	0.312127167	-0.488867312	0.508689608
XLOC_042971	Pyroxd1,Recql	0.028421625	-0.492495077	0.13488889
XLOC_042974	Ldhb	0.026096737	0.45711589	0.128387324
XLOC_042976	Cmas	0.726861046	-0.158803908	0.813756535
XLOC_042978	-	0.078965511	-1.569541195	0.240455853
XLOC_042979	Gm7457,St8sia1	0.000482641	-1.18709227	0.022746689
XLOC_042982	C2cd5	0.060273398	-0.329672131	0.207869162
XLOC_042984	Etnk1	0.198570345	-0.245737846	0.397869277
XLOC_042992	Gm26666	0.004291114	5.423440055	0.049387956
XLOC_042993	Gm26666	0.004226076	1.413307396	0.049135253
XLOC_042995	Lrmp	0.890905035	-0.048450333	0.930916997
XLOC_042997	Gm15706,Lyrm5	0.878378642	0.028284128	0.922685897
XLOC_042998	Gm44164	0.00929908	-0.915265637	0.073114281
XLOC_043002	-	0.000166524	-2.123653573	0.018045718
XLOC_043009	Gm43909	0.391002219	0.051479799	0.551169243
XLOC_043010	-	0.451942528	0.276769521	0.602283671
XLOC_043013	Gm44087	0.000326496	-1.550293805	0.020476758
XLOC_043014	Gm44087	0.019629534	-1.445063084	0.109172364
XLOC_043015	Fgfr1op2	0.330789577	0.115327846	0.526437325
XLOC_043016	Tm7sf3	0.292025607	0.400514007	0.489885721
XLOC_043017	Med21	0.842271065	-0.051007299	0.89777068
XLOC_043019	-	0.121617385	-1.11016336	0.305348171
XLOC_043028	Mrps35	0.148625742	-0.106627419	0.343300842
XLOC_043029	Klhl42	0.077558098	0.068205975	0.238106448
XLOC_043033	Ccdc91	0.06195698	-0.138700521	0.211103128
XLOC_043035	4732416N19Rik,Ergic2,Far2	0.120220453	0.892287642	0.30317669
XLOC_043040	Gm44143,Ipo8	0.127015457	0.385829211	0.313673371
XLOC_043041	Caprin2	0.352877503	0.386517703	0.546603541
XLOC_043042	3010003L21Rik	0.010004181	1.289968023	0.075627325
XLOC_043049	Mettl20	0.750983704	-0.073627384	0.831821615
XLOC_043050	-	0.144546306	0.309384127	0.338048516
XLOC_043051	Amn1	0.293408048	1.508495605	0.491237338
XLOC_043052	-	0.490387571	0.229557474	0.631586036
XLOC_043053	-	0.499275947	0.276047326	0.638796364
XLOC_043054	-	0.629039521	-0.11135611	0.739024872
XLOC_043055	-	0.583485761	0.05591746	0.704872742
XLOC_043056	-	0.301602768	-0.263979433	0.49891388
XLOC_043057	-	0.312971133	-0.271353126	0.509303836
XLOC_043058	2810474O19Rik	0.070226746	-0.500331916	0.226362945
XLOC_043071	-	0.272353912	-0.277030247	0.472214628
XLOC_043073	Gm20559	0.661427087	0.062400498	0.764972062
XLOC_043075	Samd9l	0.31718558	-0.587674866	0.513203515
XLOC_043077	Vps50	0.100783533	0.358670968	0.274209878
XLOC_043078	-	0.140474212	0.307401991	0.33265065
XLOC_043085	Bet1	0.391002219	0.027217548	0.551169243
XLOC_043092	Casd1	0.548157161	-0.07141912	0.677142914
XLOC_043098	Pon3	0.391002219	-0.309251711	0.551169243
XLOC_043099	Pon2	0.950559977	-0.012672366	0.969035609
XLOC_043100	-	0.3290779	0.172853304	0.524713586
XLOC_043107	Shfm1	0.512790794	-0.06769599	0.649493708
XLOC_043118	Sdhaf3	0.010190547	0.782347195	0.076340271
XLOC_043122	C1galt1,Gm43962	0.022531448	-0.303203954	0.11767831
XLOC_043123	Gm43961	0.969559224	-0.256626368	0.980822291
XLOC_043124	Gm43961	0.019079188	-0.818308693	0.107410584
XLOC_043128	Mios	0.189374224	0.372565277	0.389969228
XLOC_043129	Rpa3	0.599234965	-0.115745207	0.716506799
XLOC_043131	Gm8428	0.822738889	-0.03053867	0.882896576
XLOC_043133	A430035B10Rik,Gm16042	0.006519918	-1.457292322	0.060883542
XLOC_043135	-	0.225999323	-0.505133946	0.425811835
XLOC_043138	-	0.065245188	-0.995526367	0.217141551
XLOC_043139	-	0.040810163	-0.625468616	0.165283681
XLOC_043144	Phf14	0.040449781	-0.486090937	0.164484901
XLOC_043145	-	0.644103093	0.107038004	0.750933162
XLOC_043146	-	0.858145173	-0.087749846	0.909130275
XLOC_043147	Gm6578	0.537647565	-0.109213968	0.66981074
XLOC_043150	Tmem106b	0.027787458	-0.411352552	0.133180629
XLOC_043153	Tmem168	0.195500397	0.181699866	0.39494847
XLOC_043154	B630005N14Rik	0.323404659	-0.210309989	0.519174603
XLOC_043156	2610001J05Rik	0.794507568	0.012283379	0.864026569
XLOC_043163	Mdfic	0.001465995	2.932172709	0.031537493
XLOC_043168	Gm15473,Gm4876	0.075607483	-0.438928555	0.234907711
XLOC_043169	Tes	0.004186191	-2.213876826	0.048862054
XLOC_043170	Tes	0.03035764	-2.174269525	0.140118763
XLOC_043171	Tes	0.001000396	-3.623025624	0.027046991
XLOC_043172	Tes	0.031492938	-2.130372841	0.143211987
XLOC_043173	Tes	0.254486988	-1.127638544	0.455052387
XLOC_043174	Tes	0.006082662	-1.335940613	0.058581433
XLOC_043176	Capza2	0.016546388	-0.35718512	0.099157275
XLOC_043177	-	0.128208396	-0.970124696	0.315046262
XLOC_043178	Gm26738,Gm42852	0.449469394	0.230925194	0.60033079
XLOC_043179	Gm27960	0.397722848	-0.477095094	0.55726408
XLOC_043180	Gm13898	0.361910829	-0.336282261	0.551169243
XLOC_043181	Gm13899	0.544026911	0.297873861	0.674260777
XLOC_043182	Gm42852	0.829794365	0.099462852	0.88795958
XLOC_043191	Gm20186	0.105846913	-0.598529862	0.282031653
XLOC_043192	Lsm8	0.017697604	-0.631015083	0.10281287
XLOC_043201	Ing3	0.004875925	-1.317050546	0.052423194
XLOC_043204	Fam3c	0.311627836	-0.398977625	0.508173997
XLOC_043219	Ndufa5	0.416554211	-0.635228702	0.573070854
XLOC_043220	Wasl	0.276236553	-1.249941436	0.475955599
XLOC_043221	Gm42856	0.709036491	-0.022860821	0.800054434
XLOC_043228	Pot1a	0.226255591	0.114168607	0.42608029
XLOC_043236	Zfp800	0.364609558	-0.09964702	0.551169243
XLOC_043238	-	0.160931025	-2.437897422	0.359802459
XLOC_043239	Gcc1	0.805838846	0.279526079	0.871765083
XLOC_043240	Gcc1	0.243857741	-0.190476087	0.443405625
XLOC_043243	Lrrc4,Snd1	0.006118537	1.048676174	0.058736978
XLOC_043244	Lrrc4	0.651651388	0.065811902	0.757274614
XLOC_043245	Snd1	0.56847112	-0.016264282	0.692543456
XLOC_043247	Rbm28	0.677674223	0.069780204	0.7776891
XLOC_043249	Prrt4	0.082737095	-0.233119263	0.246892615
XLOC_043250	Impdh1	0.320797703	-1.506873709	0.516542334
XLOC_043251	Fam71f2	0.038333675	1.040440385	0.15961624
XLOC_043252	Fam71f2	0.915075229	-0.025449025	0.946490092
XLOC_043253	-	0.980453981	0.794515523	0.987992455
XLOC_043255	Opn1sw	0.024262962	0.677259722	0.123037485
XLOC_043257	Kcp	0.098936711	-0.491292809	0.27143909
XLOC_043259	Tnpo3	0.848365444	-0.011380398	0.90222437
XLOC_043260	Gm43029	0.495919614	-0.128304763	0.636139966
XLOC_043261	Smo	0.000103958	2.306004646	0.015616428
XLOC_043262	4930528J11Rik,Ahcyl2	0.483667038	-0.11659482	0.626979756
XLOC_043263	Gm25580,Nrf1	0.144963425	-0.265414842	0.338570907
XLOC_043264	Nrf1	0.001567039	-0.686383125	0.032496231
XLOC_043265	Gm25580	0.621362175	-0.269451753	0.733142925
XLOC_043266	-	0.310975252	-0.424588201	0.507520286
XLOC_043270	Ube2h	0.378811523	-0.622104324	0.551169243
XLOC_043272	-	0.391002219	-0.302469383	0.551169243
XLOC_043273	Zc3hc1	0.548129316	0.057173079	0.677140429
XLOC_043274	Klhdc10	0.172252578	0.175223402	0.374020017
XLOC_043275	Tmem209	0.427010241	-0.296030962	0.581655275
XLOC_043280	Copg2	0.476025532	-0.129042734	0.62141648
XLOC_043286	Lncpint	0.054978649	-1.570852445	0.197264942
XLOC_043287	5330406M23Rik	0.037818629	-0.297136437	0.158456188
XLOC_043290	Mkln1,Mkln1os,Podxl	0.665855484	0.08511187	0.768782438
XLOC_043295	Chchd3	0.608841018	0.435470921	0.724221309
XLOC_043299	Gm13854,Gm43164	0.851057953	-0.027401425	0.903886996
XLOC_043300	Gm13854	0.38147322	-0.49396272	0.551169243
XLOC_043301	Gm43164	0.5124595	-0.225280689	0.649293717
XLOC_043303	Slc35b4	0.46410275	-0.20201844	0.611169963
XLOC_043304	Akr1b3	0.210988592	-0.831852584	0.410604572
XLOC_043307	Akr1b10	0.800455605	0.031822473	0.868082016
XLOC_043308	Gm13857	0.391002219	-0.056864421	0.551169243
XLOC_043309	Bpgm	0.037231257	-0.6032287	0.157582063
XLOC_043313	Agbl3	0.363980358	-0.470577033	0.551169243
XLOC_043316	3110062M04Rik	0.154330104	-0.608786487	0.350440341
XLOC_043317	Wdr91	0.391002219	-0.032401874	0.551169243
XLOC_043319	Cnot4	0.949124241	-0.00215376	0.968183554
XLOC_043320	Nup205	0.003271398	1.275287369	0.043931746
XLOC_043321	-	0.391002219	0.065301158	0.551169243
XLOC_043322	1810058I24Rik	0.007842952	0.88121573	0.066357711
XLOC_043325	Mtpn	0.204449331	0.211606225	0.404280242
XLOC_043328	Gm43442	0.469378329	-0.581843488	0.615752203
XLOC_043334	Creb3l2	0.451210255	-0.038594586	0.601674885
XLOC_043335	-	0.012420127	-2.107748451	0.084979474
XLOC_043337	-	0.063476581	0.881954065	0.213780617
XLOC_043339	Trim24	0.141402109	-0.243124173	0.333942885
XLOC_043340	Svopl	0.207994481	-0.302933179	0.407744472
XLOC_043342	Zc3hav1l	0.184502777	-0.042373621	0.386030235
XLOC_043343	Zc3hav1	0.133935021	-0.62340365	0.323239551
XLOC_043344	-	0.877759371	-0.023849543	0.922231386
XLOC_043346	Rpl30-ps1	0.797247659	0.643229124	0.865833644
XLOC_043347	Ubn2	0.50954946	0.146464816	0.647227054
XLOC_043348	1110001J03Rik	0.000251044	1.749060583	0.019658043
XLOC_043350	Gm26699,Luc7l2	0.282666111	0.177883737	0.481707884
XLOC_043351	Klrg2	0.064776797	-0.438810366	0.216270412
XLOC_043352	Hipk2	0.450530997	-0.181248709	0.601202305
XLOC_043356	Gm42963	0.485175044	-0.134734839	0.627997997
XLOC_043357	Kdm7a	0.032483037	-0.243737325	0.145471614
XLOC_043359	Slc37a3	0.009250079	-0.209101371	0.072928296
XLOC_043360	Rab19	0.01087781	-1.065405916	0.079183913
XLOC_043361	Mkrn1	0.581720148	-0.201893889	0.703355714
XLOC_043363	Dennd2a	0.391002219	0.025821734	0.551169243
XLOC_043364	Gm16272	0.02065472	-0.853987757	0.112440606
XLOC_043366	Braf	0.631834968	0.08385017	0.740947484
XLOC_043368	Mrps33	0.422334146	0.310827271	0.577727572
XLOC_043373	Agk,E330009J07Rik	0.535120068	0.220974846	0.667772779
XLOC_043374	Ssbp1	0.095670845	1.083041241	0.267002715
XLOC_043382	Trbv1	0.00548429	-1.196299426	0.055643575
XLOC_043390	Trbv2	0.002713859	-1.13983284	0.040533143
XLOC_043391	5830405F06Rik,Trbv4	0.003522062	-1.105290661	0.045379564
XLOC_043392	Trbv5	0.016139743	-1.098956022	0.097707974
XLOC_043393	Trbv12-1	0.044961486	-1.065550273	0.174882099
XLOC_043394	Trbv13-1	0.016224645	-0.902265271	0.09803605
XLOC_043395	Trbv12-2	0.001026717	-1.194819066	0.027211626
XLOC_043396	Trbv13-3	0.015032369	-1.195120792	0.093963341
XLOC_043397	Trbv16	0.004980931	-0.651690574	0.052990482
XLOC_043398	Trbv20	0.075176352	-1.353541685	0.234329099
XLOC_043399	Trbv23	0.560327938	-0.708619984	0.686756742
XLOC_043400	Trbv26	0.090458824	-0.976729792	0.259477643
XLOC_043401	Trbv29	0.148518612	-1.862805901	0.343113861
XLOC_043402	Trbv30	0.424517741	-0.468838584	0.579434442
XLOC_043407	Gm29813,Trbj1-7	0.04899759	-0.517920632	0.183959534
XLOC_043409	Trbc1,Trbc2,Trbj2-5	0.055522498	-0.441200685	0.198493686
XLOC_043410	-	0.046127839	-0.546401113	0.177644679
XLOC_043411	-	0.333510918	-0.207887662	0.528594995
XLOC_043412	-	0.000491583	-1.483371261	0.022746689
XLOC_043413	Trbv31	0.554870653	-0.574871062	0.682605566
XLOC_043414	-	0.092016154	-0.67743044	0.261739275
XLOC_043417	Ephb6,Trpv6	3.24e-05	-1.51680957	0.012485213
XLOC_043423	Gstk1	0.041628751	-0.998685958	0.166922567
XLOC_043424	Casp2	0.006123414	0.618350863	0.058736978
XLOC_043425	Clcn1	0.405444863	-0.15847033	0.563566251
XLOC_043426	Clcn1	0.586154768	-0.105668412	0.707119329
XLOC_043427	Clcn1	0.138302835	0.525169546	0.329745345
XLOC_043428	Fam131b	0.698690617	0.014479346	0.793263675
XLOC_043431	Epha1,Gm44284	0.477628193	-0.184092593	0.622338827
XLOC_043432	-	0.131066258	-0.553730641	0.318899912
XLOC_043446	Arhgef5	0.102554207	0.172060677	0.277043271
XLOC_043458	A930035D04Rik,Cul1	0.009830311	0.943420757	0.075007814
XLOC_043459	Ezh2	0.097454983	-0.835579599	0.26916127
XLOC_043460	Gm44141	0.980848127	0.061361487	0.9881617
XLOC_043463	-	0.073246166	0.362163684	0.231350078
XLOC_043464	-	0.263472308	0.207364455	0.463899513
XLOC_043465	-	0.249274205	0.585804855	0.449029333
XLOC_043468	Mir704,Pdia4	0.406937869	-0.100122503	0.564639025
XLOC_043470	Zfp786	0.091078919	0.137961489	0.260277523
XLOC_043471	Zfp212,Zfp282,Zfp398	0.003251977	-0.650032766	0.043829076
XLOC_043472	Gm44041	0.013411953	-1.235594688	0.088534405
XLOC_043473	Gm44041	0.62508962	-0.2855937	0.735906476
XLOC_043474	Zfp282	0.121520527	-0.561017553	0.305220703
XLOC_043475	-	0.302976036	-0.375541212	0.50000679
XLOC_043476	-	0.295984624	-0.735493494	0.493722093
XLOC_043477	-	0.805337952	0.056424482	0.871537855
XLOC_043478	-	0.094362063	-0.524027745	0.265445203
XLOC_043479	Zfp783,Zfp956	0.11037248	-0.470345765	0.289077084
XLOC_043481	Zfp777	0.630590608	-0.043070941	0.740079308
XLOC_043483	-	0.039034786	0.54125551	0.161029242
XLOC_043484	-	0.302772578	0.195606353	0.499878486
XLOC_043485	Zfp746	0.174991668	-0.58607933	0.377800971
XLOC_043489	Krba1	0.011628038	-1.183359569	0.082221237
XLOC_043490	-	0.014451785	-1.028671475	0.092035075
XLOC_043491	Zfp467	0.233848752	-0.48908666	0.433839466
XLOC_043492	Gm7887,Zfp862-ps	0.127907853	0.695353181	0.314677462
XLOC_043493	Gm10243	0.446054818	0.093379515	0.597536101
XLOC_043494	Gm7887	0.581623457	0.721228211	0.703336135
XLOC_043496	Rarres2	0.463422416	-0.144157096	0.610648751
XLOC_043497	Repin1	0.004070647	1.408929323	0.04830231
XLOC_043498	Gm44119	0.070444967	-0.496952371	0.226759607
XLOC_043499	AI854703	0.052030202	0.51395306	0.190477047
XLOC_043500	Gimap8	0.000173032	-1.328013829	0.018171037
XLOC_043502	Gimap9	0.139328635	-0.415383939	0.331134479
XLOC_043503	Gimap4	0.003327221	-1.271828167	0.044366613
XLOC_043504	Gimap6	0.084887754	-1.406630871	0.250121924
XLOC_043505	Gimap1,Gimap1os,Gimap6,Gimap7,Gm44226	0.018459658	-0.496745734	0.10546307
XLOC_043506	-	0.000115386	-3.337209831	0.016172006
XLOC_043507	Gimap3	0.005737392	-1.13562621	0.057023267
XLOC_043508	-	0.169269237	-0.841276394	0.370512337
XLOC_043514	Igf2bp3,Malsu1	0.848391053	-0.041423862	0.90222437
XLOC_043515	Gm7890	0.940038185	0.019138998	0.962811852
XLOC_043516	Tra2a	0.048553402	-0.459282492	0.182978407
XLOC_043517	Ccdc126	0.112228193	-0.607514057	0.291461942
XLOC_043518	Fam221a	0.057935489	-0.850707523	0.203402764
XLOC_043523	Gm3455	0.02570939	0.571918144	0.127245945
XLOC_043524	Dfna5	0.000674918	1.834524716	0.024435026
XLOC_043525	Dfna5	0.067815472	0.581756903	0.22150519
XLOC_043528	Cycs	0.499805897	0.185320704	0.639224795
XLOC_043529	5430402O13Rik	0.160065729	0.325189791	0.35851003
XLOC_043530	4921507P07Rik	0.738293362	-0.036537541	0.822480582
XLOC_043544	Hnrnpa2b1	0.990826858	-0.013092176	0.994278688
XLOC_043545	Cbx3	0.062255891	0.491371546	0.211681335
XLOC_043546	-	0.578011127	0.158508651	0.700357217
XLOC_043547	-	0.304302393	-0.508692318	0.500963538
XLOC_043548	Snx10	0.161851714	-0.497572626	0.360854848
XLOC_043550	Skap2	0.608389119	-0.210585518	0.72381516
XLOC_043553	Gm28308,Hoxa2,Hoxa3	0.701536376	-0.067105378	0.795082648
XLOC_043566	Hibadh	0.122344156	0.374711184	0.306501158
XLOC_043568	Gm43966,Jazf1	0.903991512	-0.008205582	0.939623504
XLOC_043569	Gm43967	0.184089083	-1.362938886	0.385872531
XLOC_043576	9130019P16Rik,9530036M11Rik	0.047973	-0.913360249	0.181636324
XLOC_043577	9530036M11Rik	0.390744837	-0.145386118	0.551169243
XLOC_043579	Gm15527	0.114364608	-0.606625294	0.295003794
XLOC_043582	Fkbp14,Plekha8	0.056457475	0.829360033	0.200523487
XLOC_043583	Gm28402	0.004990459	-1.181857117	0.053003359
XLOC_043584	Gm44008	0.003310665	-1.358852109	0.044266416
XLOC_043585	-	0.000953577	-1.095876597	0.026807293
XLOC_043586	-	0.114916605	-0.866406003	0.295400024
XLOC_043588	Gm44185,Znrf2	0.001189424	-1.029083263	0.029028558
XLOC_043589	Nod1	0.02573442	-0.420831366	0.127297719
XLOC_043590	Ggct	0.530662953	-0.050988854	0.664295859
XLOC_043591	Gars	0.000435078	2.457248762	0.022251458
XLOC_043592	Gars	0.164777552	-0.258769668	0.364269984
XLOC_043604	Avl9	0.007174682	-1.83408252	0.063706899
XLOC_043605	-	0.077190645	-1.28434388	0.237526788
XLOC_043606	Kbtbd2	0.740843008	-0.14991721	0.824409973
XLOC_043607	Nt5c3	0.178230815	0.295909158	0.381744249
XLOC_043615	Ppm1k	0.347565326	-0.222296825	0.541736477
XLOC_043616	Gm19244,Herc6	0.006124224	-2.032736335	0.058736978
XLOC_043618	-	0.032357218	-0.811175826	0.145106483
XLOC_043619	-	0.205560417	-0.687222061	0.405246961
XLOC_043620	Gm26712,Gm37397,Pyurf	0.205823775	-0.272549225	0.405246961
XLOC_043621	Vopp1	0.091130393	0.229654771	0.260349849
XLOC_043622	Vopp1	0.300088549	-0.15485245	0.49766564
XLOC_043623	-	0.280950442	-0.363241806	0.48032044
XLOC_043624	-	0.153503004	-0.402966181	0.349636838
XLOC_043649	Abcg2	0.069702333	-1.545166592	0.225244249
XLOC_043651	Nap1l5	0.000947753	-1.747348912	0.026773331
XLOC_043652	Nap1l5	0.033434617	-1.446141152	0.147587636
XLOC_043653	Fam13a	0.006062698	-0.692981787	0.05852804
XLOC_043655	Tigd2	0.001582	-0.580032378	0.032563736
XLOC_043656	-	0.219959038	-0.168519446	0.41942107
XLOC_043680	Smarcad1	0.036209459	0.992094643	0.15518678
XLOC_043681	Hpgds	0.127938262	-0.379315069	0.314677462
XLOC_043686	Gm16838	0.843700163	-0.011752298	0.898745344
XLOC_043693	Mad2l1	0.015450318	-1.037685554	0.095566855
XLOC_043694	Vmn1r32	0.912272763	-0.006186625	0.944830886
XLOC_043703	Gm9794	0.426921991	0.615591557	0.581595511
XLOC_043704	4930597O21Rik,Gm43956	0.094674843	0.526539695	0.265842564
XLOC_043706	Gm25260	0.205022629	-0.334379814	0.404855593
XLOC_043707	-	0.202720891	-0.770675276	0.402389698
XLOC_043708	Gadd45a	0.391002219	0.099765696	0.551169243
